OBJECTID,Subdistric,Diameter,Bursts_Cou,Length_M,Bursts_per,Pressure_A,CNXDensity,Soil_Type,Soil_Code,Soil_RiskN,Era,Era_Code,Era_Risk,Material,Material_1,Mat_Risk,Mat_Code,Rain_YrAvg,DryMthAvg,WetMthAvg,Landuse,Landuse_Co,Landuse_Du,Location,rain_15yravg,rain_30yravg,rcp26_2035,rcp26_2050,rcp45_2035,rcp45_2050,rcp85_2035,rcp85_2050
1134,Grantley Adams Airport,10,0,853.222,0,-49.826,14.409,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1350.42109563,69.1907586,153.2550767,Rural,R,0,S,108.92271129901593,111.93738242907402,87.93404897054036,109.14970339261569,133.6817443065154,95.97537074944911,129.43343842335236,92.81153654440855
1135,Grantley Adams Airport,12,0,853.222,0,-49.826,14.409,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1350.42109563,69.1907586,153.2550767,Rural,R,0,S,108.05936196409625,112.28440395402319,87.29227494604794,108.29333712730879,132.67011647165558,95.24248627085744,128.45035788453654,92.1034172905816
1136,Grape Hall,3,3,549.135,0.005,27.531,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1391.00074768,69.0938148,157.245719,Urban,U,1,N,107.32083861033122,115.40440718332927,98.3600918451945,120.84894466400146,150.01300048828125,107.47928587595622,143.75707244873047,103.2328732808431
1137,Grape Hall,4,3,549.135,0.005,27.531,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1391.00074768,69.0938148,157.245719,Urban,U,1,N,105.53099038260324,115.13422219412668,98.27644893101284,120.75763506208148,149.9055402483259,107.37915300641741,143.62661961146765,103.14052167619978
1138,Grazettes,3,0,377.727,0,18.947,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1477.2918619,77.4622389,166.8149525,Urban,U,1,W,133.23759841918945,120.70724964141846,108.36907005310059,132.96763801574707,163.92962074279785,118.3278980255127,157.85155487060547,113.30934619903564
1139,Grazettes,4,0,377.727,0,18.947,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1477.2918619,77.4622389,166.8149525,Urban,U,1,W,125.57039374274177,119.80616050926415,113.50253945427971,139.3481488614469,171.5882593515757,124.01951564067119,165.46140912030194,118.80202166583086
1140,Grazettes,5,0,377.727,0,18.947,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1477.2918619,77.4622389,166.8149525,Urban,U,1,W,133.03663962227958,119.87959562029157,105.30552455357143,129.0742449079241,159.27724020821708,114.84574672154018,153.20125579833984,109.94595881870815
1141,Grazettes,6,0,377.727,0,18.947,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1477.2918619,77.4622389,166.8149525,Urban,U,1,W,122.94423331466376,119.42682318593941,114.43159664378447,140.46268358417586,172.92543508492264,125.04476988549327,166.8332244274663,119.79186742446002
1142,Grazettes,8,0,377.727,0,18.947,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1477.2918619,77.4622389,166.8149525,Urban,U,1,W,133.417592828924,119.95987354625355,105.1852632002397,128.93511685458097,159.1089491410689,114.71636685458097,153.02815940163353,109.82124467329545
1143,Grazettes,10,0,377.727,0,18.947,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1477.2918619,77.4622389,166.8149525,Urban,U,1,W,131.8553466796875,120.00177764892578,106.99698257446289,131.18180084228516,161.7995376586914,116.7491569519043,155.74405670166016,111.78375625610352
1144,Grazettes,12,0,377.727,0,18.947,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1477.2918619,77.4622389,166.8149525,Urban,U,1,W,120.83038282394409,119.20459032058716,115.54490518569946,141.82882595062256,174.5649013519287,126.27807664871216,168.4827537536621,120.98231267929077
1145,Grazettes,15,0,377.727,0,18.947,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1477.2918619,77.4622389,166.8149525,Urban,U,1,W,124.48716259002686,119.6123161315918,114.06728458404541,140.03868675231934,172.41745948791504,124.64232921600342,166.2941837310791,119.40288543701172
1146,Green Field,3,0,297.651,0,61.624,1.146,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1473.14193726,78.0236378,165.1427231,Urban,U,1,W,137.25404553535657,119.51080498328575,87.89233183249449,107.15573100554637,133.08650794396033,95.1714626214443,126.93485905573918,90.95280065291968
1147,Green Field,4,0,297.651,0,61.624,1.146,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1473.14193726,78.0236378,165.1427231,Urban,U,1,W,137.4113311767578,119.51500701904297,87.16792297363281,106.04375457763672,131.75860595703125,94.3563003540039,125.84803771972656,90.167144775390625
1148,Green Field,6,0,297.651,0,61.624,1.146,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1473.14193726,78.0236378,165.1427231,Urban,U,1,W,137.4113311767578,119.51500701904297,87.16792297363281,106.04375457763672,131.75860595703125,94.3563003540039,125.84803771972656,90.167144775390625
1149,Green Field,15,0,297.651,0,61.624,1.146,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1473.14193726,78.0236378,165.1427231,Urban,U,1,W,137.54528427124023,119.55631446838379,87.37370920181274,106.35266160964966,132.12728691101074,94.58883237838745,126.15796756744385,90.39122486114502
1150,Green Hill,3,5,230.154,0.022,26.51,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1479.76403809,80.0768776,168.8730736,Urban,U,1,W,133.36309941609701,122.28871981302898,116.15975761413574,142.75644556681314,175.6891886393229,127.12475268046062,169.60084788004556,121.80127652486165
1151,Green Hill,4,5,230.154,0.022,26.51,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1479.76403809,80.0768776,168.8730736,Urban,U,1,W,135.8587411733774,122.12905482756786,114.10429998544546,140.19254772479718,172.59358508770282,124.8306527749086,166.53577912159454,119.58861815623747
1152,Green Point,4,0,2694.057,0,-7.741,8.224,Shallow Soils,H,2,1970-1996,B,2,D,D,3,I,1366.8551389,66.9295645,149.9528413,Urban,U,1,S,98.98068861527877,107.25398214761313,92.15041826916979,114.88922446114677,140.24911499023437,100.74851900571352,136.0018932788403,97.55397311123934
1153,Green Point,6,0,2694.057,0,-7.741,8.224,Shallow Soils,H,2,1970-1996,B,2,D,D,3,I,1366.8551389,66.9295645,149.9528413,Urban,U,1,S,98.33765258789063,106.9765869140625,92.58842315673829,115.41585845947266,140.8775146484375,101.23761291503907,136.65267944335938,98.02023773193359
1154,Greenidge,3,4,19.142,0.209,26.134,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1360.99780273,69.0012321,157.2004623,Rural,R,0,N,109.24408721923828,115.35889434814453,97.41630172729492,119.61381340026855,148.57257461547852,106.35952186584473,142.29913330078125,102.19430160522461
1155,Greenidge,4,4,19.142,0.209,26.134,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1360.99780273,69.0012321,157.2004623,Rural,R,0,N,108.68031183878581,115.3656400044759,97.51901753743489,119.7431869506836,148.72208150227866,106.48289998372395,142.45931498209634,102.3079833984375
1156,Greenidge,8,4,19.142,0.209,26.134,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1360.99780273,69.0012321,157.2004623,Rural,R,0,N,109.24408721923828,115.35889434814453,97.46318319569464,119.6780189845873,148.64624819548234,106.41685452668563,142.37336465586787,102.24647721000339
1157,Greens,3,9,19.6,0.459,-1,19.6,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1445.69774469,84.5271553,165.9578679,Urban,U,1,E,130.718017578125,128.0752410888672,110.76559829711914,137.08104705810547,168.0335693359375,121.28619766235352,162.41671752929687,116.44002914428711
1158,Greens,4,9,19.6,0.459,-1,19.6,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1445.69774469,84.5271553,165.9578679,Urban,U,1,E,129.84306564331055,127.27837734222412,112.05531044006348,138.79549229939778,169.99844830830892,122.735902150472,164.3973866780599,117.84729353586833
1159,Greens,6,9,19.6,0.459,-1,19.6,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1445.69774469,84.5271553,165.9578679,Urban,U,1,E,130.26045997696693,127.6513557819405,111.22232880255189,137.7063348943537,168.7395135128137,121.79957919650607,163.12912033543444,116.94829898410373
1160,Greens,11,9,19.6,0.459,-1,19.6,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1445.69774469,84.5271553,165.9578679,Urban,U,1,E,128.1352554321289,126.3124220530192,112.21408246358236,139.13406295776366,170.28670450846354,122.92910372416178,164.74648691813152,118.11118176778157
1161,Greenwich,3,0,277.861,0,19.494,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1526.66970941,80.1527086,169.1347798,Rural,R,0,W,101.61958530970982,126.79905591692243,135.36703491210937,167.8202885219029,206.01494925362724,148.69200134277344,198.67741176060267,142.7413548060826
1162,Greenwich,4,0,277.861,0,19.494,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1526.66970941,80.1527086,169.1347798,Rural,R,0,W,101.78180688928674,127.33232602719907,135.73047620985244,168.24863982024016,206.5175344961661,149.12513778121382,199.27386452003762,143.171241929796
1163,Greenwich,6,0,277.861,0,19.494,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1526.66970941,80.1527086,169.1347798,Rural,R,0,W,89.91619140625,128.91023681640624,133.88544799804689,165.589619140625,203.4614685058594,146.91478881835937,196.3207244873047,141.01122924804687
1164,Greenwich,10,0,277.861,0,19.494,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1526.66970941,80.1527086,169.1347798,Rural,R,0,W,99.19795334685394,126.83571843190806,134.93764669964423,167.1211004613346,205.2071662364659,148.17111769553537,197.9812468849277,142.23087497568724
1165,Greenwich Village,3,2,5.116,0.391,15.898,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1522.89648438,79.9859009,169.0583038,Rural,R,0,W,102.31564331054687,126.60230255126953,135.24037170410156,167.6752471923828,205.84585571289062,148.5418243408203,198.472412109375,142.59326171875
1166,Greenwich Village,4,2,5.116,0.391,15.898,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1522.89648438,79.9859009,169.0583038,Rural,R,0,W,101.89758822792454,126.55415745785362,135.04635459498354,167.42262268066406,205.55026325426604,148.31061995656867,198.1563222784745,142.36484487433182
1167,Greenwich Village,10,2,5.116,0.391,15.898,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1522.89648438,79.9859009,169.0583038,Rural,R,0,W,102.31564331054687,126.60230255126953,135.0827178955078,167.4783172607422,205.6155242919922,148.35377502441406,198.21505737304687,142.4073486328125
1168,Gregg Farm,3,0,2181.946,0,55.615,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1524.19780634,84.7841488,170.0155437,Urban,U,1,N,117.54201434032026,135.22416760548052,120.34874422004424,148.4609393384083,183.3131923445736,131.52777908509037,176.175707897508,126.42106141239763
1169,Gregg Farm,4,0,2181.946,0,55.615,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1524.19780634,84.7841488,170.0155437,Urban,U,1,N,110.89848872593471,136.81084551130022,124.99074881417411,154.15299333844865,190.01050676618303,136.81305149623327,183.2035631452288,131.49720546177454
1170,Gregg Farm,6,0,2181.946,0,55.615,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1524.19780634,84.7841488,170.0155437,Urban,U,1,N,111.21156926308909,137.02103817847467,124.30475124236077,153.23096293787802,188.94411394673008,136.01609482303743,182.11805134434854,130.70953812137728
1171,Gregg Farm Plantation,3,0,102.248,0,6.109,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1536.78177643,84.6534328,170.4667311,Urban,U,1,N,107.56258010864258,137.3010139465332,125.49725914001465,154.73318672180176,190.7222557067871,137.3606662750244,183.88302421569824,131.98058128356934
1172,Gregg Farm Plantation,4,0,102.248,0,6.109,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1536.78177643,84.6534328,170.4667311,Urban,U,1,N,107.13232421875,137.33565775553384,125.40218353271484,154.6287384033203,190.59848022460937,137.25331115722656,183.74217224121094,131.87905883789062
1173,Gregg Farm Plantation,6,0,102.248,0,6.109,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1536.78177643,84.6534328,170.4667311,Urban,U,1,N,106.93845438957214,137.71907806396484,122.78232669830322,151.2249355316162,186.6408281326294,134.2342758178711,179.65445947647095,128.92175912857056
1174,Groves Agricultural S,1.5,0,70.631,0,54.608,70.631,Kandoid Clay,K,3,Unknown,E,5,G,G,2,I,1518.23166504,88.0772766,170.4736481,Urban,U,1,E,133.7345962524414,133.28801727294922,106.69573974609375,130.8108139038086,161.70142364501953,116.35119247436523,155.29584503173828,111.27643966674805
1175,Groves Agricultural S,4,0,70.631,0,54.608,70.631,Kandoid Clay,K,3,Unknown,E,5,G,G,2,I,1518.23166504,88.0772766,170.4736481,Urban,U,1,E,135.46054626464843,133.391142578125,106.95607147216796,131.15619750976563,162.09869812011718,116.6417886352539,155.68913818359374,111.54999328613282
1176,Groves Agricultural S,8,0,70.631,0,54.608,70.631,Kandoid Clay,K,3,Unknown,E,5,G,G,2,I,1518.23166504,88.0772766,170.4736481,Urban,U,1,E,136.1652434212821,133.44302804129464,106.93569319588798,131.138911655971,162.09851946149553,116.60349818638393,155.63323320661272,111.50394984654018
1177,Groves Agricultural S,10,0,70.631,0,54.608,70.631,Kandoid Clay,K,3,Unknown,E,5,G,G,2,I,1518.23166504,88.0772766,170.4736481,Urban,U,1,E,136.7521209716797,133.7288360595703,107.96428680419922,132.53890991210937,163.62393188476562,117.81660461425781,157.2917938232422,112.68763732910156
1178,Guinea Hill,4,0,919.395,0,19.081,0,Kandoid Clay,K,3,1970-1996,B,2,D,D,3,I,1313.83366903,76.8882847,159.7092896,Rural,R,0,E,121.55424164153717,122.85114489544878,113.11843654087612,140.87804538601048,171.98290026318895,124.05652140523051,166.5145230136075,119.34364947643908
1179,Guinea Land,4,0,339.924,0,14.288,0,Kandoid Clay,K,3,1970-1996,B,2,D,D,3,I,1318.78924561,76.2988281,159.2157135,Rural,R,0,E,122.07577323913574,122.75455131530762,112.7819631576538,140.47088127136232,171.48165588378907,123.68376884460449,166.03506050109863,119.00286064147949
1180,Gun Hill,4,0,412.596,0,68.157,0,Kandoid Clay,K,3,1970-1996,B,2,D,D,3,I,1511.5279541,87.3783751,169.6483059,Urban,U,1,E,127.86764984130859,131.91253204345702,106.3003776550293,130.61251373291014,161.12390899658203,116.14371643066406,155.08860931396484,111.20302734375
1181,Haggats,3,0,261.466,0,208.068,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1467.88671875,81.7146473,166.8329912,Rural,R,0,N,134.95207977294922,125.10877176920573,106.86698862711589,131.54340209960938,163.1182871500651,116.31014455159506,156.21914672851563,112.02724761962891
1182,Haggats,5,0,261.466,0,208.068,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1467.88671875,81.7146473,166.8329912,Rural,R,0,N,130.56539778275922,124.08760417591442,105.85331726074219,130.54983520507812,161.9129638671875,115.19865417480469,154.78976440429687,111.05261993408203
1183,Haggats,6,0,261.466,0,208.068,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1467.88671875,81.7146473,166.8329912,Rural,R,0,N,133.30735479616652,125.0878417819154,106.25545741062538,130.95624527276732,162.39532665177887,115.63592641493854,155.34466358259613,111.4174347671808
1184,Haggatt Hall,2,48,7541.864,0.006,33.028,0.859,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1506.39190098,83.7599139,167.8126612,Urban,U,1,S,156.01585279192244,125.92176055908203,93.13450895036969,113.88213130405971,140.8266863141741,101.5157699584961,135.5211944580078,97.17332022530692
1185,Haggatt Hall,3,48,7541.864,0.006,33.028,0.859,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1506.39190098,83.7599139,167.8126612,Urban,U,1,S,154.59355621337892,125.80255966186523,96.95381927490234,118.7141326904297,146.62318572998046,105.85920944213868,141.2920135498047,101.34991302490235
1186,Haggatt Hall,4,48,7541.864,0.006,33.028,0.859,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1506.39190098,83.7599139,167.8126612,Urban,U,1,S,154.27834867151773,126.12144254358803,94.88005412031964,116.12704631526296,143.49962746224753,103.51268035144341,138.1897263689739,99.10212893602325
1187,Haggatt Hall,12,48,7541.864,0.006,33.028,0.859,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1506.39190098,83.7599139,167.8126612,Urban,U,1,S,153.28463643391927,125.64169413248698,94.81886037190755,116.03766454060873,143.41934204101562,103.42294057210286,138.05158182779948,99.00384852091472
1188,Halcyon Heights,3,0,325.419,0,62.949,16.271,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1520.08254517,77.4879792,167.9032901,Urban,U,1,W,106.14899802207947,119.85118174552917,133.60075664520264,165.54151248931885,203.2457823753357,146.64329147338867,195.83031463623047,140.71353769302368
1189,Halcyon Heights,4,0,325.419,0,62.949,16.271,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1520.08254517,77.4879792,167.9032901,Urban,U,1,W,104.75343376927123,120.6461644370175,133.61883815787954,165.54026397163346,203.25765783546944,146.65050592366055,195.84304186578333,140.71893590441823
1190,Halcyon Heights,16,0,325.419,0,62.949,16.271,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1520.08254517,77.4879792,167.9032901,Urban,U,1,W,106.83688863118489,119.85128835042318,133.6005374484592,165.54799567328558,203.25277574327257,146.6445838080512,195.8323211669922,140.7152153862847
1191,Half Acre,3,5,1222.809,0.004,46.176,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1388.15215467,71.6342681,160.5327519,Rural,R,0,N,124.42428617657356,117.5890841214162,97.95962106956625,120.25066735609522,149.31797905688015,107.01697281171691,143.16958157521373,102.80284824011461
1192,Half Acre,4,5,1222.809,0.004,46.176,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1388.15215467,71.6342681,160.5327519,Rural,R,0,N,124.35333153509325,117.56359088036322,97.93445094939202,120.21860467233965,149.28010854413432,106.98759866529896,143.13092237903226,102.77509123279202
1193,Half Acre,8,5,1222.809,0.004,46.176,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1388.15215467,71.6342681,160.5327519,Rural,R,0,N,115.92207792070177,116.20858383178711,97.05515458848741,119.23752286699083,148.17022556728787,105.90587658352322,141.71792878044977,101.78713364071317
1194,Half Acre,10,5,1222.809,0.004,46.176,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1388.15215467,71.6342681,160.5327519,Rural,R,0,N,120.56254920406619,116.9400772979294,97.4568436111229,119.74699545597684,148.75101658917856,106.40592812800753,142.36929542430934,102.2397577036982
1195,Half Acre,16,5,1222.809,0.004,46.176,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1388.15215467,71.6342681,160.5327519,Rural,R,0,N,120.5265759059361,117.02490942818778,97.370208740234375,119.63975524902344,148.62942504882812,106.29886627197266,142.2299346923828,102.14247131347656
1196,Halls Road,3,7,269.059,0.026,47.807,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1476.81390381,78.5543728,164.9547844,Urban,U,1,W,142.08950746976413,120.35445756178636,85.55429282555214,102.95071176382211,128.05365283672626,92.58212045522836,123.48462970440204,88.46034710223859
1197,Halls Road,4,7,269.059,0.026,47.807,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1476.81390381,78.5543728,164.9547844,Urban,U,1,W,141.92606147887216,120.31886218843006,84.5595466977074,101.46092781187996,126.27281576489645,91.45706915476966,121.9864275493319,87.37711213127015
1198,Halls Road,6,7,269.059,0.026,47.807,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1476.81390381,78.5543728,164.9547844,Urban,U,1,W,141.85824584960937,120.29742431640625,83.86438751220703,100.44888305664062,125.06211853027344,90.67144012451172,120.9404067993164,86.62085723876953
1199,Halls Road,12,7,269.059,0.026,47.807,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1476.81390381,78.5543728,164.9547844,Urban,U,1,W,141.159765625,120.16888122558593,84.07174606323242,100.75481567382812,125.42898483276367,90.90404052734375,121.2498878479004,86.84452514648437
1200,Halls Village,3,0,418.703,0,-4.746,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1445.65982056,75.0200005,166.4642448,Urban,U,1,W,109.95163369686045,119.90135793483003,131.38960493371843,162.97680696528008,200.0233011448637,143.94228087080285,192.1220845973238,138.0405585106383
1201,Halls Village,4,0,418.703,0,-4.746,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1445.65982056,75.0200005,166.4642448,Urban,U,1,W,109.52008765598514,119.47275852707197,131.54227440312224,163.29469428872162,200.38078991871959,144.11259273313127,192.3502172793982,138.20650878042545
1202,Halton Terrace,4,10,921.03,0.011,21.487,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1364.47164001,75.7927689,158.6681339,Rural,R,0,S,120.18970009940011,116.82564762660435,106.9391876220703,133.1158403669085,162.54624938964844,117.22256142752511,157.54999040876115,113.03180106026785
1203,Halton Terrace,6,10,921.03,0.011,21.487,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1364.47164001,75.7927689,158.6681339,Rural,R,0,S,122.23093210856119,116.99032948811849,106.57425435384114,132.62812093098958,161.97420756022134,116.81895751953125,157.00670674641927,112.65362752278646
